Episode,Time,Character,Type of Roll,Total Value,Natural Value,Crit?,Damage Dealt,# Kills,Notes
C2E081,2:19:55,Beau,Damage,7,Unknown,,7 to Golem,,
C2E081,2:20:21,Beau,Attack,Nat20,20,,,,Unarmed Strike against Golem
C2E081,2:20:20,Beau,Attack,28,19,,,,Unarmed Strike against Golem
C2E081,2:20:37,Beau,Damage,12,Unknown,,12 to Golem,,
C2E081,2:20:44,Beau,Damage,14,Unknown,,14 to Golem,,
C2E081,2:21:19,Nott,Damage,7,Unknown,,7 to Golem,,Delayed acid from ballista
C2E081,2:21:37,Fjord,Spell Attack,24,15,,,,Eldritch Blast against Golem
C2E081,2:21:39,Fjord,Spell Attack,Unknown,Unknown,,,,Eldritch Blast against Golem
C2E081,2:21:46,Fjord,Damage,13,Unknown,,13 to Golem,,
C2E081,2:21:57,Jester,Spell Attack,Nat1,1,,,,Spiritual Weapon against Golem
C2E081,2:22:14,Jester,Spell Attack,13,4,,,,Inflict Wounds (2rd) against Golem
C2E081,2:22:51,Nott,Damage,13,Unknown,,13 to Golem,,Delayed acid from ballista
C2E081,2:23:40,Caduceus,Intelligence,6,7,,,,
C2E081,2:24:59,Nott,Damage,26,Unknown,,26 to Golem,1,"Acid Ballista against Golem, Golem dies (HDYWTDT)"
C2E081,2:56:00,Nott,Investigation,25,14,,,,
C2E081,2:56:32,Caduceus,Healing,15,Unknown,,"Fjord, Caleb, Beau, and Jester heal 15",,Prayer of Healing
C2E081,2:58:37,Nott,Thieves' Tools,25,12,,,,
C2E081,3:00:43,Nott,Thieves' Tools,22,9,,,,
C2E081,3:01:41,Fjord,Investigation,18,12,,,,
C2E081,3:02:35,Jester,Investigation,8,Unknown,,,,with Guidance
C2E081,3:13:06,Caleb,Arcana,12,2,,,,
C2E081,3:17:57,Fjord,Perception,18,16,,,,
C2E081,3:29:23,Nott,Thieves' Tools,17,4,,,,
C2E081,3:38:51,Caduceus,Perception,22,17,,,,
C2E081,3:40:01,Caleb,Arcana,22,12,,,,
C2E081,3:41:54,Nott,Investigation,16,3,,,,
C2E081,3:42:06,Beau,Investigation,16,8,,,,
C2E081,3:43:41,Caleb,Investigation,27,17,,,,
C2E081,3:47:14,Caleb,Arcana,16,6,,,,
C2E081,3:49:02,Nott,Investigation,30,19,,,,
C2E081,3:52:09,Jester,Strength,20,17,,,,with Guidance
C2E081,3:52:09,Jester,Strength,Unknown,Unknown,,,,disregarded due to advantage
C2E081,3:53:42,Beau,Arcana,23,19,,,,with Guidance
C2E081,3:54:16,Nott,Intelligence,16,13,,,,
C2E081,3:54:16,Nott,Other,1,Unknown,,,,Guidance
C2E081,3:56:21,Caleb,Perception,7,3,,,,
C2E081,4:01:10,Caduceus,Religion,22,19,,,,with Guidance
C2E081,4:01:10,Caduceus,Guidance,4,,,,,
C2E081,4:04:24,Willie,Attack,Unknown,Unknown,,,,disregarded due to advantage
C2E081,4:04:24,Willie,Attack,16,,,,,Fist against Beau
C2E081,4:05:16,Nott,Perception,7,7,,,,
C2E081,4:08:43,Nott,Stealth,32,19,,,,
C2E081,4:08:43,Nott,Stealth,Unknown,Unknown,,,,disregarded due to advantage
C2E081,4:10:54,Beau,Perception,20,17,,,,
C2E081,4:10:53,Caduceus,Perception,14,5,,,,
C2E082,0:13:25,Beau,Initiative,Nat20,20,,,,
C2E082,0:13:27,Nott,Initiative,Nat20,20,,,,
C2E082,0:13:37,Fjord,Initiative,16,16,,,,
C2E082,0:13:38,Caleb,Initiative,17,16,,,,
C2E082,0:13:40,Caduceus,Initiative,13,12,,,,
C2E082,1:13:50,Jester,Initiative,13,9,,,,
C2E082,0:14:08,Willi,Initiative,11,,,,,
C2E082,0:14:57,Nott,Attack,Nat20,20,,,,TTBB1000 against Clone
C2E082,0:15:22,Nott,Damage,52,,,52 to Clone,,
C2E082,0:15:33,Nott,Attack,20,10,,,,TTBB1000 against Clone
C2E082,0:15:36,Nott,Damage,11,,,11 to Clone,,
C2E082,0:15:47,Nott,Attack,27,17,,,,TTBB1000 against Clone
C2E082,0:15:51,Nott,Damage,10,,,20 to Clone,,with Fury of the Small
C2E082,0:17:11,Beau,Attack,25,16,,,,Unarmed Strike against Clone
C2E082,0:17:13,Beau,Attack,28,18,,,,Unarmed Strike against Clone
C2E082,0:17:26,Beau,Damage,11,,,11 to Clone,,
C2E082,0:17:27,Beau,Damage,10,,,10 to Clone,,
C2E082,0:18:27,Beau,Attack,Nat20,20,,,,Unarmed Strike against Clone
C2E082,0:18:40,Beau,Damage,10,,,10 to Clone,,
C2E082,0:18:58,Beau,Attack,12,3,,,,Unarmed Strike against Clone
C2E082,0:19:56,Caleb,Perception,17,13,,,,
C2E082,0:21:29,Fjord,Attack,19,9,,,,Star Razor against Clone
C2E082,0:21:30,Fjord,Attack,20,10,,,,Star Razor against Clone
C2E082,0:21:46,Fjord,Damage,18,,,18 to Clone,,
C2E082,0:21:51,Fjord,Damage,16,,,16 to Clone,,
C2E082,0:23:32,Fjord,Damage,3,,,3 radiant to Clone,,Star Razor Gallas Var Effect
C2E082,0:23:45,Beau,Attack,Nat20,20,,,,Unarmed Strike against Clone
C2E082,0:24:06,Beau,Damage,24,,,24 to Clone,,
C2E082,0:30:09,Jester,Spell Attack,17,8,,,,Guiding Bolt against Clone
C2E082,0:32:19,Nott,Strength,19,19,,,,
C2E082,0:34:24,Beau,Attack,Nat1,1,,,,Unarmed Strike against Clone
C2E082,0:34:24,Beau,Attack,12,3,,,,Unarmed Strike against Clone
C2E082,0:35:18,Beau,Attack,12,3,,,,Unarmed Strike against Clone
C2E082,0:35:18,Beau,Attack,13,4,,,,Unarmed Strike against Clone
C2E082,0:37:43,Fjord,Strength,11,10,,,,
C2E082,0:38:40,Beau,Attack,25,16,,,,Unarmed Strike against Clone
C2E082,0:38:58,Beau,Damage,11,,,11 to Clone,,
C2E082,0:42:04,Caduceus,Damage,13,,,13 radiant to Clone,,Sacred Flame
C2E082,0:44:23,Nott,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
C2E082,0:44:23,Nott,Attack,26,16,,,,Dagger of Denial SA against Golem
C2E082,0:44:50,Nott,Damage,22,,,22 to Clone,,
C2E082,0:45:54,Beau,Attack,Nat20,20,,,,Unarmed Strike against Clone
C2E082,0:45:58,Beau,Attack,26,16,,,,Unarmed Strike against Clone
C2E082,0:46:11,Beau,Damage,18,,,18 to Clone,,
C2E082,0:46:23,Beau,Damage,10,,,10 to Clone,,
C2E082,0:47:27,Beau,Attack,11,2,,,,Unarmed Strike against Clone
C2E082,0:49:31,Fjord,Attack,23,13,,,,Star Razor against Clone
C2E082,0:49:33,Fjord,Attack,27,17,,,,Star Razor against Clone
C2E082,0:49:41,Fjord,Damage,20,,,20 to Clone,,
C2E082,0:49:49,Fjord,Damage,20,,,20 to Clone,,
C2E082,0:50:48,Beau,Attack,15,6,,,,Unarmed Strike against Clone
C2E082,0:50:51,Fjord,Attack,22,12,,,,Star Razor against Clone
C2E082,0:50:55,Nott,Attack,12,3,,,,Giant Ape Fist against Clone
C2E082,0:51:00,Fjord,Damage,21,,,21 to Clone,,
C2E082,0:52:06,Caduceus,Constitution Save,Unknown,Unknown,,,,disregarded due to advantage
C2E082,0:52:06,Caduceus,Constitution Save,Nat20,20,,,,
C2E082,0:52:31,Caduceus,Constitution Save,Unknown,Unknown,,,,disregarded due to advantage
C2E082,0:52:31,Caduceus,Constitution Save,9,7,,,,
C2E082,0:54:38,Jester,Spell Attack,25,16,,,,Guiding Bolt against Clone
C2E082,0:54:56,Jester,Damage,26,,,26 Radiant to Clone,,Clone goes unconscious (HDYWTDT)
C2E082,0:58:55,Jester,Damage,20,,,20 Cold to Clone,,Clone goes unconscious (HDYWTDT)
C2E082,1:00:23,Beau,Medicine,15,12,,,,
C2E082,1:00:10,Jester,Healing,11,,,Caduceus heals 11,,
C2E082,1:01:34,Caduceus,Other,4,,,,,
C2E082,1:02:08,Beau,Attack,18,9,,,,Unarmed Strike against Clone
C2E082,1:02:12,Beau,Damage,12,,,12 to Clone,,
C2E082,1:03:34,Jester,Spell Attack,23,14,,,,Guiding Bolt against Clone
C2E082,1:03:44,Jester,Damage,16,,,16 radiant to Clone,,Clone goes unconscious (HDYWTDT)
C2E082,1:04:36,Fjord,Intelligence,Nat20,20,,,,
C2E082,1:04:39,Caleb,Intelligence,16,11,,,,
C2E082,1:04:40,Jester,Intelligence,17,16,,,,
C2E082,1:04:41,Caduceus,Intelligence,11,12,,,,
C2E082,1:04:42,Nott,Intelligence,17,14,,,,
C2E082,1:04:43,Beau,Intelligence,19,15,,,,
C2E082,1:05:21,Beau,Investigation,16,8,,,,
C2E082,1:06:07,Fjord,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E082,1:06:07,Fjord,Spell Attack,20,11,,,,Scorching Ray (Glove of Blasting)
C2E082,1:06:14,Fjord,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E082,1:06:14,Fjord,Spell Attack,14,5,,,,Scorching Ray (Glove of Blasting)
C2E082,1:06:20,Fjord,Spell Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E082,1:06:20,Fjord,Spell Attack,27,18,,,,Scorching Ray (Glove of Blasting)
C2E082,1:06:49,Jester,Attack,Unknown,Unknown,,,,Disregarded due to advantage
C2E082,1:06:49,Jester,Attack,16,8,,,,Handaxe against Clone
C2E082,1:09:46,Fjord,Perception,20,18,,,,
C2E082,1:13:45,Nott,Investigation,12,14,,,,as Giant Ape
C2E082,1:16:01,Jester,Investigation,16,15,,,,
C2E082,1:16:20,Jester,Hit Dice,11,,,Jester heals 11,,
C2E082,1:16:20,Caduceus,Hit Dice,72,,,Caduceus heals 72,,
C2E082,1:16:20,Beau,Hit Dice,42,,,Beau heals 42,,
C2E082,1:16:20,Nott,Hit Dice,32,,,Nott heals 32,,
C2E082,1:18:18,Caleb,Arcana,27,18,,,,
C2E082,1:19:35,Nott,Intelligence,12,9,,,,
C2E082,1:20:42,Nott,Investigation,26,15,,,,
C2E082,1:20:42,Nott,Other,2,,,,,Guidance
C2E082,1:20:42,Beau,Investigation,Nat20,20,,,,
C2E082,1:28:18,Nott,Investigation,18,7,,,,
C2E082,1:29:35,Caleb,Arcana,16,7,,,,
C2E082,1:34:20,Beau,Investigation,16,8,,,,With Guidance
C2E082,1:36:00,Nott,Investigation,19,,,,,
C2E082,1:36:39,Caleb,Investigation,18,,,,,
C2E082,1:36:39,Jester,Investigation,Nat20,20,,,,
C2E082,2:17:00,Jester,Initiative,22,,,,,
C2E082,2:17:10,Caduceus,Initiative,18,,,,,
C2E082,2:17:12,Beau,Initiative,16,,,,,With Boots of Alert
C2E082,2:17:15,Nott,Initiative,17,,,,,
C2E082,2:17:30,Caleb,Initiative,14,,,,,
C2E082,2:17:35,Fjord,Initiative,2,,,,,
C2E082,2:19:03,Jester,Other,32,,,,,Divine Intervention
C2E082,2:23:05,Beau,Investigation,25,,,,,
C2E082,2:25:14,Caleb,Intelligence,16,,,,,
C2E082,2:27:27,Fjord,Strength Save,15,,,,,Against Tendril with Bless
C2E082,2:28:04,Nott,Strength Save,12,,,,,Against Tendril with Bless
C2E082,2:28:41,Jester,Strength Save,17,,,,,Against Tendril
C2E082,2:29:24,Fjord,Perception,5,,,,,
C2E082,2:29:41,Fjord,Attack,Nat20,20,Y,,,Star Razor
C2E082,2:29:43,Fjord,Attack,26,,,,,Star Razor
C2E082,2:29:51,Fjord,Damage,13,,,13 to Tendril,,
C2E082,2:30:03,Fjord,Damage,12,,,12 to Tendril,1,
C2E082,2:31:06,Jester,Spell Attack,16,,,,,Spiritual Weapon
C2E082,2:31:12,Jester,Damage,20,,,20 Force to Tendril,,
C2E082,2:32:21,Caduceus,Constitution Save,Unknown,Unknown,,,,Disregarded due to advatage
C2E082,2:32:21,Caduceus,Constitution Save,11,,,,,Concentration with advantage
C2E082,2:34:16,Nott,Strength,19,,,,,
C2E082,2:35:12,Nott,Healing,9,,,,,"Potion of Greater Healing, Nott heals 9 points"
C2E082,2:35:54,Beau,Investigation,23,,,,,
C2E082,2:37:09,Willi,Initiative,Nat20,20,,,,Disregarded
C2E082,2:38:10,Caduceus,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
C2E082,2:38:10,Caduceus,Constitution Save,Unknown,Unknown,,,,Concentration with advantage
C2E082,2:38:10,Jester,Constitution Save,Unknown,Unknown,,,,Concentration
C2E082,2:39:05,Jester,Strength Save,9,,,,,Against Tendril with Bless
C2E082,2:39:58,Caduceus,Damage,15,,,15 Force,,Shield of Retribution
C2E082,2:41:01,Jester,Constitution Save,10,,,,,Concentration
C2E082,2:41:08,Caleb,Strength Save,Nat1,1,,,,Against Tendril
C2E082,2:41:54,Fjord,Spell Attack,Nat20,20,Y,,,Eldritch Blast
C2E082,2:41:59,Fjord,Spell Attack,20,,,,,Eldritch Blast
C2E082,2:42:23,Fjord,Other,2,,,,,Bless
C2E082,2:42:48,Fjord,Damage,15,,,15 to Tendril,1,
C2E082,2:43:55,Jester,Spell Attack,23,,,,,Spiritual Weapon
C2E082,2:44:01,Jester,Damage,17,,,17 to Tendril,1,
C2E082,2:44:50,Jester,Spell Attack,22,,,,,Guiding Bolt (1st)
C2E082,2:45:00,Jester,Damage,11,,,11 Radiant to Tendril,,
C2E082,2:46:18,Nott,Investigation,22,,,,,
C2E082,2:48:03,Willi,Attack,25,,,,,Slam
C2E082,2:48:06,Willi,Attack,Unknown,Unknown,,,,Slam
C2E082,2:48:12,Willi,Damage,5,,,5 to Tendril,,
C2E082,2:48:15,Willi,Damage,10,,,10 to Tendril,1,
C2E082,2:48:58,Caleb,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
C2E082,2:48:58,Caleb,Investigation,24,,,,,With advantage
C2E082,2:50:47,Nott,Strength Save,16,,,,,Against Tendril with Bless
C2E082,2:51:06,Caduceus,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
C2E082,2:51;06,Caduceus,Constitution Save,18,,,,,Concentration with advantage
C2E082,2:51:17,Caduceus,Strength Save,9,,,,,Against Tendril with Bless
C2E082,2:51:44,Caleb,Strength Save,9,,,,,Against Tendril with Bless
C2E082,2:52:33,Fjord,Spell Attack,20,,,,,Eldritch Blast
C2E082,2:52:38,Fjord,Damage,14,,,14 to Tendril,,
C2E082,2:53:02,Fjord,Spell Attack,25,,,,,Eldritch Blast
C2E082,2:53:09,Fjord,Damage,16,,,16 to Tendril,,
C2E082,2:54:06,Jester,Spell Attack,23,,,,,Spiritual Weapon
C2E082,2:54:13,Jester,Other,3,,,,,Bless
C2E082,2:54:23,Jester,Damage,14,,,14 to Cage,,
C2E082,2:55:13,Jester,Damage,3,,,3 Radiant to Tendril,,Sacred Flame
C2E082,2:56:21,Caduceus,Attack,17,,,,,Staff of Withering (disregarded)
C2E082,2:57:14,Caduceus,Damage,20,,,20 Radiant to Tendril,1,Sacred Flame
C2E082,2:58:40,Caduceus,Healing,9,,,,,"Mass Healing Word, All heal 9 points"
C2E082,2:59:32,Nott,Investigation,25,,,,,
C2E082,3:03:52,Willi,Damage,31,,,46 [31 to Tendril + 15 (31/2) to Tendril] Lightning,1,Lightning Breath
C2E082,3:04:41,Jester,Strength Save,10,,,,,Against Tendril with Bless
C2E082,3:05:14,Caleb,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
C2E082,3:05:14,Caleb,Investigation,24,,,,,With advantage
C2E082,3:50:49,Fjord,Attack,13,,,,,Star Razor
C2E082,3:05:53,Fjord,Other,1,,,,,Bless
C2E082,3:05:59,Fjord,Attack,30,,,,,Star Razor
C2E082,3:06:00,Fjord,Other,3,,,,,Bless
C2E082,3:06:10,Fjord,Damage,17,,,17 to Cage,,
C2E082,3:07:08,Jester,Spell Attack,23,,,,,Spiritual Weapon
C2E082,3:07:14,Jester,Other,4,,,,,Bless
C2E082,3:07:23,Jester,Constitution Save,Unknown,Unknown,,,,Concentration
C2E082,3:07:29,Jester,Damage,17,,,17 to Tendril,1,
C2E082,3:09:15,Caduceus,Healing,9,,,,,"Mass Healing Word, All heal 9 points"
C2E082,3:10:36,Nott,Attack,18,,,,,TTBB1000
C2E082,3:10:59,Nott,Damage,8,,,8 to Tendril,,
C2E082,3:10:55,Nott,Attack,28,,,,,TTBB1000
C2E082,3:10:58,Nott,Damage,8,,,8 to Tendril,,
C2E082,3:11:38,Caleb,Investigation,,2,,,,Disregarded due to advantage
C2E082,3:11:38,Caleb,Investigation,,5,,,,With advantage
C2E082,3:11:44,Caleb,Other,3,,,,,Guidance
C2E082,3:12:15,Willi,Attack,21,,,,,Slam
C2E082,3:12:16,Willi,Attack,22,,,,,Slam
C2E082,3:13:43,Caduceus,Strength Save,Unknown,Unknown,,,,"Against Tendril, fails"
C2E082,3:14:11,Fjord,Attack,21,,,,,Star Razor with Bless
C2E082,3:14:19,Fjord,Damage,17,,,17 to Tendril,1,
C2E082,3:14:39,Fjord,Attack,23,,,,,Star Razor
C2E082,3:14:48,Fjord,Damage,15,,,15 to Tendril,,
C2E082,3:15:17,Jester,Spell Attack,29,,,,,Spiritual Weapon
C2E082,3:15:21,Jester,Damage,10,,,10 Force to Cage,,
C2E082,3:17:00,Jester,Damage,20,,,10 (20/2) Radiant to Cage,,Dawn
C2E082,3:17:34,Caduceus,Damage,18,,,18 Radiant to Tendril,1,Sacred Flame
C2E082,3:18:31,Caduceus,Healing,9,,,,,"Mass Healing Word, All heal 9 points"
C2E082,3:20:27,Nott,Attack,12,,,,,
C2E082,3:20:33,Nott,Attack,23,,,,,TTBB1000
C2E082,3:20:41,Nott,Other,1,,,,,Bless
C2E082,3:21:31,Beau,Attack,Unknown,Unknown,,,,Unarmed Strike wih Bless
C2E082,3:21:40,Beau,Attack,24,,,,,Unarmed Strike wih Bless
C2E082,3:21:55,Beau,Damage,9,,,9 to Cage,,
C2E082,3:22:36,Beau,Attack,26,,,,,Unarmed Strike with Bless
C2E082,3:22:39,Beau,Damage,9,,,9 to Cage,,
C2E082,3:22:44,Beau,Attack,Unknown,Unknown,,,,Unarmed Strike with Bless
C2E082,3:23:05,Caleb,Investigation,Unknown,Unknown,,,,
C2E082,3:26:40,Willi,Attack,26,,,,,Slam
C2E082,3:26:42,Willi,Attack,16,,,,,Slam
C2E082,3:23:27,Willi,Damage,9,,,9 to Cage,,
C2E082,3:24:33,Jester,Constitution Save,Unknown,Unknown,,,,"Concentration, succeeds"
C2E082,3:24:58,Jester,Strength Save,12,,,,,"Against Tendril, fails"
C2E082,3:25:09,Jester,Constitution Save,Unknown,Unknown,,,,"Concentration, fails"
C2E082,3:25:46,Fjord,Spell Attack,14,,,,,Eldritch Blast
C2E082,3:25:46,Fjord,Spell Attack,24,,,,,Eldritch Blast
C2E082,3:25:55,Fjord,Damage,12,,,12 to Tendril,,
C2E082,3:25:58,Fjord,Damage,14,,,14 to Tendril,1,
C2E082,3:26:29,Jester,Spell Attack,Nat20,20,Y,,,Spiritual Weapon
C2E082,3:26:36,Jester,Damage,15,,,15 Force to Cage,,Cage Shatters
C2E082,3:27:09,Jester,Spell Attack,27,,,,,Guiding Bolt (4th)
C2E082,3:27:44,Jester,Damage,30,,,30 Radiant to Heart,,
C2E082,3:30:04,Nott,Attack,13,,,,,TTBB1000 SA
C2E082,3:30:33,Nott,Damage,27,,,27 to Heart,,
C2E082,3:30:48,Nott,Attack,18,,,,,TTBB1000
C2E082,3:30:54,Nott,Damage,10,,,10 to Heart,,
C2E082,3:31:21,Beau,Attack,17,,,,,Unarmed Holy Weapon Strike
C2E082,3:31:22,Beau,Attack,18,,,,,Unarmed Holy Weapon Strike
C2E082,3:32:15,Beau,Damage,32,,,32 to Heart,,
C2E082,3:32:45,Beau,Attack,13,,,,,Unarmed Holy Weapon Strike
C2E082,3:32:47,Beau,Attack,18,,,,1,Unarmed Holy Weapon Strike (damage unrolled-HDYWTDT)
C2E082,3:34:52,Caduceus,Perception,Nat20,20,,,,
C2E082,3:35:25,Nott,Investigation,13,,,,,
C2E082,3:45:57,Caleb,Arcana,17,,,,,
C2E082,3:46:18,Caleb,Healing,9,,,,,Willi heals 9 points
C2E082,3:51:40,Caduceus,Other,73,,,,,Divine Intervention
C2E082,3:51:53,Jester,Other,23,,,,,Divine Intervention
C2E082,3:56:38,Nott,Investigation,26,,,,,With Guidance
C2E082,4:13:56,Caleb,Perception,Unknown,Unknown,,,,Disregarded due to advantage
C2E082,4:13:56,Caleb,Perception,15,,,,,With advantage
C2E082,4:15:04,Caleb,Arcana,24,,,,,
C2E082,4:16:31,Jester,Investigation,3,,,,,
C2E082,4:16:31,Nott,Investigation,13,,,,,
C2E082,4:16:48,Caleb,Investigation,22,,,,,
C2E082,4:18:36,Beau,Perception,15,,,,,
C2E083,0:16:03,Caleb,Perception,7,3,,,,
C2E083,0:17:30,Jester,Investigation,6,5,,,,
C2E083,0:22:33,Beau,Perception,Nat20,20,,,,
C2E083,0:27:38,Caleb,Arcana,Nat1,1,,,,
C2E083,0:29:12,Nott,Investigation,16,5,,,,
C2E083,0:38:15,Beau,Perception,14,11,,,,
C2E083,0:39:25,Caduceus,Strength,18,18,,,,
C2E083,0:39:59,Beau,Dexterity,15,10,,,,
C2E083,0:43:44,Jester,Medicine,Unknown,Unknown,,,,Disregarded due to advantage
C2E083,0:43:44,Jester,Medicine,23,18,,,,With advantage and with Guidance
C2E083,0:46:31,Caleb,Investigation,22,13,,,,
C2E083,0:55:31,Beau,Athletics,Unknown,Unknown,,,,Disregarded due to Fortune's Favor
C2E083,0:55:31,Beau,Athletics,23,19,,,,With Fortune's Favor and with Guidance
C2E083,0:56:39,Beau,Perception,5,2,,,,
C2E083,0:58:37,Beau,Arcana,17,13,,,,
C2E083,1:01:36,Caduceus,Perception,17,8,,,,
C2E083,1:03:19,Caleb,Investigation,Unknown,Unknown,,,,Disregarded due to advantage
C2E083,1:03:19,Caleb,Investigation,Nat20,20,,,,With advantage
C2E083,1:07:44,Caleb,Arcana,12,2,,,,Disregarded due to Fortune's Favor
C2E083,1:07:44,Caleb,Arcana,14,4,,,,With Fortune's Favor
C2E083,1:12:08,Caleb,Perception,13,9,,,,
C2E083,1:59:10,Jester,Strength,12,9,,,,As Giant Eagle
C2E083,2:43:27,Caleb,Perception,Unknown,Unknown,,,,
C2E083,2:43:32,Fjord,Perception,16,14,,,,
C2E083,2:45:10,Jester,Perception,13,8,,,,
C2E083,2:57:57,Fjord,Perception,18,16,,,,
C2E083,3:01:18,Caduceus,Perception,27,18,,,,
C2E083,3:01:25,Beau,Perception,10,7,,,,
C2E083,3:07:06,Nott,Investigation,23,12,,,,
C2E083,3:07:53,Nott,Thieves' Tools,22,9,,,,
C2E083,3:11:13,Caleb,Intelligence,26,20,,,,
C2E083,3:16:56,Nott,Investigation,19,8,,,,
C2E083,3:19:35,Nott,Thieves' Tools,19,8,,,,
C2E083,3:20:05,Nott,Consitution Save,11,9,,,,Disregarded
C2E083,3:25:30,Nott,Hit Dice,Unknown,Unknown,,,,
C2E083,3:25:45,Beau,Investigation,24,16,,,,
C2E083,3:26:56,Fjord,Intelligence,4,2,,,,
C2E083,3:27:08,Beau,Intelligence,17,13,,,,
C2E083,3:29:12,Jester,Healing,Unknown,Unknown,,,,Cure Wounds (4th)
C2E083,3:32:40,Nott,Investigation,27,16,,,,
C2E083,3:34:00,Caleb,Arcana,29,19,,,,
C2E083,3:36:13,Jester,Performance,8,3,,,,
C2E083,3:36:30,Jester,Strength,15,12,,,,
C2E083,3:38:14,Nott,Investigation,28,17,,,,
C2E083,3:38:20,Nott,Thieves' Tools,30,17,,,,
C2E083,3:41:07,Jester,Deception,Nat1,1,,,,
C2E083,3:44:06,Fjord,Insight,Nat1,1,,,,
C2E083,3:44:09,Nott,Insight,15,10,,,,
C2E083,3:49:58,Caduceus,Medicine,13,4,,,,
C2E084,0:13:45,Beau,Religion,23,19,,,,
C2E084,0:24:32,Beau,Intelligence,15,11,,,,
C2E084,0:24:32,Caleb,Intelligence,18,12,,,,
C2E084,0:43:14,Nott,Perception,11,10,,,,
C2E084,0:43:14,Beau,Sleight of Hand,14,9,,,,
C2E084,1:05:48,Jester,Perception,11,6,,,,
C2E084,1:05:48,Caduceus,Perception,19,10,,,,
C2E084,1:17:24,Jester,Perception,8,3,,,,
C2E084,1:17:30,Jester,Intelligence,16,15,,,,
C2E084,1:18:37,Nott,Constitution Save,9,7,,,,Nott passes out
C2E084,1:21:57,Jester,Constitution Save,5,3,,,,Jester passes out
C2E084,1:24:34,Beau,Constitution Save,6,3,,,,
C2E084,1:39:31,Beau,Attack,Nat1,1,,,,Unarmed Strike with advantage against Fjord
C2E084,1:39:31,Beau,Attack,21,11,,,,
C2E084,1:39:48,Beau,Damage,8,,,,,
C2E084,2:30:45,Fjord,Perception,15,13,,,,
C2E084,2:49:54,Caleb,Investigation,Unknown,Unknown,,,,disregarded due to advantage (Fortune's Favor)
C2E084,2:49:54,Caleb,Investigation,25,15,,,,
C2E084,3:05:49,Nott,Persuasion,11,8,,,,
C2E084,3:05:51,Jester,Persuasion,Nat20,20,,,,with Guidance
C2E084,3:16:39,Beau,Insight,27,20,,,,receives whisper about Oremid Hass
C2E084,3:16:39,Caduceus,Insight,19,10,,,,receives whisper about Oremid Hass
C2E084,3:33:28,Fjord,Persuasion,21,16,,,,
C2E084,3:38:34,Jester,Insight,21,16,,,,
C2E084,3:57:33,Caduceus,Constitution Save,15,13,,,,
C2E084,3:59:50,Caduceus,Attack,23,19,,,,
C2E085,0:11:34,Nott,Initiative,24,19,,,,
C2E085,0:11:40,Beau,Initiative,15,10,,,,
C2E085,0:11:48,Jester,Initiative,13,9,,,,
C2E085,0:11:48,Caduceus,Initiative,12,11,,,,
C2E085,0:11:49,Caleb,Initiative,12,11,,,,
C2E085,0:13:50,Nott,Stealth,Unknown,Unknown,,,,disregarded due to advantage
C2E085,0:13:50,Nott,Stealth,30,17,,,,
C2E085,0:15:01,Nott,Attack,15,5,,,,TTBB1000 against Caedogeist
C2E085,0:17:30,Beau,Attack,15,5,,,,Unarmed Strike against Caedogeist
C2E085,0:24:56,Nott,Stealth,Unknown,Unknown,,,,disregarded due to advantage
C2E085,0:24:56,Nott,Stealth,16,3,,,,
C2E085,0:25:50,Fjord,Spell Attack,Unknown,Unknown,,,,
C2E085,0:26:08,Fjord,Spell Attack,19,9,,,,Eldritch Blast against Caedogeist
C2E085,0:26:17,Fjord,Damage,11,,,,,hits Mirror Image
C2E085,0:26:55,Beau,Attack,Nat20,20,,,,Throwing Dart against Caedogeist
C2E085,0:27:38,Beau,Damage,8,,,8 to Caedogeist,,
C2E085,0:28:15,Beau,Attack,21,11,,,,Throwing Dart against Caedogeist
C2E085,0:28:25,Beau,Damage,10,,,10 to Caedogeist,,
C2E085,0:28:46,Nott,Attack,18,8,,,,TTBB1000 Bola Shot against Caedogeist
C2E085,0:41:00,Nott,Constitution Save,17,15,,,,Nott loses concentration on THL
C2E085,0:41:25,Nott,Constitution Save,19,17,,,,Nott resists the poison
C2E085,0:43:54,Caleb,Damage,20,,,20 to Caedogeist,,Magic Missile (3rd) against Caedogeist
C2E085,0:46:21,Beau,Attack,19,9,,,,Unarmed Strike against Caedogeist
C2E085,0:46:57,Beau,Attack,15,5,,,,Unarmed Strike against Caedogeist
C2E085,0:52:31,Nott,Stealth,Unknown,Unknown,,,,disregarded due to advantage
C2E085,0:52:31,Nott,Stealth,29,16,,,,
C2E085,0:54:16,Jester,Damage,15,,,15 to Caedogeist,,Spirit Guardians
C2E085,0:54:52,Beau,Attack,28,18,,,,Unarmed Strike against Caedogeist
C2E085,0:54:52,Beau,Attack,24,14,,,,Unarmed Strike against Caedogeist
C2E085,0:55:23,Beau,Damage,24,,,24 to Caedogeist,,
